time,c_air,c_soil,c_veg,co2_ppm,p00_type,p00_stage,p00_stress,p00_stress_age,p00_stress_env,p00_co2_ppm,p01_type,p01_stage,p01_stress,p01_stress_age,p01_stress_env,p01_co2_ppm,p02_type,p02_stage,p02_stress,p02_stress_age,p02_stress_env,p02_co2_ppm,p03_type,p03_stage,p03_stress,p03_stress_age,p03_stress_env,p03_co2_ppm,p04_type,p04_stage,p04_stress,p04_stress_age,p04_stress_env,p04_co2_ppm,p05_type,p05_stage,p05_stress,p05_stress_age,p05_stress_env,p05_co2_ppm,p10_type,p10_stage,p10_stress,p10_stress_age,p10_stress_env,p10_co2_ppm,p11_type,p11_stage,p11_stress,p11_stress_age,p11_stress_env,p11_co2_ppm,p12_type,p12_stage,p12_stress,p12_stress_age,p12_stress_env,p12_co2_ppm,p13_type,p13_stage,p13_stress,p13_stress_age,p13_stress_env,p13_co2_ppm,p14_type,p14_stage,p14_stress,p14_stress_age,p14_stress_env,p14_co2_ppm,p15_type,p15_stage,p15_stress,p15_stress_age,p15_stress_env,p15_co2_ppm,p20_type,p20_stage,p20_stress,p20_stress_age,p20_stress_env,p20_co2_ppm,p21_type,p21_stage,p21_stress,p21_stress_age,p21_stress_env,p21_co2_ppm,p22_type,p22_stage,p22_stress,p22_stress_age,p22_stress_env,p22_co2_ppm,p23_type,p23_stage,p23_stress,p23_stress_age,p23_stress_env,p23_co2_ppm,p24_type,p24_stage,p24_stress,p24_stress_age,p24_stress_env,p24_co2_ppm,p25_type,p25_stage,p25_stress,p25_stress_age,p25_stress_env,p25_co2_ppm,p30_type,p30_stage,p30_stress,p30_stress_age,p30_stress_env,p30_co2_ppm,p31_type,p31_stage,p31_stress,p31_stress_age,p31_stress_env,p31_co2_ppm,p32_type,p32_stage,p32_stress,p32_stress_age,p32_stress_env,p32_co2_ppm,p33_type,p33_stage,p33_stress,p33_stress_age,p33_stress_env,p33_co2_ppm,p34_type,p34_stage,p34_stress,p34_stress_age,p34_stress_env,p34_co2_ppm,p35_type,p35_stage,p35_stress,p35_stress_age,p35_stress_env,p35_co2_ppm,p40_type,p40_stage,p40_stress,p40_stress_age,p40_stress_env,p40_co2_ppm,p41_type,p41_stage,p41_stress,p41_stress_age,p41_stress_env,p41_co2_ppm,p42_type,p42_stage,p42_stress,p42_stress_age,p42_stress_env,p42_co2_ppm,p43_type,p43_stage,p43_stress,p43_stress_age,p43_stress_env,p43_co2_ppm,p44_type,p44_stage,p44_stress,p44_stress_age,p44_stress_env,p44_co2_ppm,p45_type,p45_stage,p45_stress,p45_stress_age,p45_stress_env,p45_co2_ppm,p50_type,p50_stage,p50_stress,p50_stress_age,p50_stress_env,p50_co2_ppm,p51_type,p51_stage,p51_stress,p51_stress_age,p51_stress_env,p51_co2_ppm,p52_type,p52_stage,p52_stress,p52_stress_age,p52_stress_env,p52_co2_ppm,p53_type,p53_stage,p53_stress,p53_stress_age,p53_stress_env,p53_co2_ppm,p54_type,p54_stage,p54_stress,p54_stress_age,p54_stress_env,p54_co2_ppm,p55_type,p55_stage,p55_stress,p55_stress_age,p55_stress_env,p55_co2_ppm,p00_c_absorbed,p01_c_absorbed,p02_c_absorbed,p03_c_absorbed,p04_c_absorbed,p05_c_absorbed,p10_c_absorbed,p11_c_absorbed,p12_c_absorbed,p13_c_absorbed,p14_c_absorbed,p15_c_absorbed,p20_c_absorbed,p21_c_absorbed,p22_c_absorbed,p23_c_absorbed,p24_c_absorbed,p25_c_absorbed,p30_c_absorbed,p31_c_absorbed,p32_c_absorbed,p33_c_absorbed,p34_c_absorbed,p35_c_absorbed,p40_c_absorbed,p41_c_absorbed,p42_c_absorbed,p43_c_absorbed,p44_c_absorbed,p45_c_absorbed,p50_c_absorbed,p51_c_absorbed,p52_c_absorbed,p53_c_absorbed,p54_c_absorbed,p55_c_absorbed
90,1723383487036614647.76,340405314815445059.60,216211198147940292.64,1238.28,O,0,0,0,0,1238.28,C,2,0,0,0.0005,1231.1302649100192,C,3,0,0,0.00005,1231.7682502916803,C,5,0,0,0.00005,1237.9859598155265,C,3,0,0,0.00005,1235.4636621026457,C,1,0,0,0.0005,1235.4652286349904,O,0,0,0,0,1238.28,C,1,0,0,0.0005,1236.9809995214341,C,3,0,0,0.0005,1237.4911303880667,C,3,0,0,0.00005,1234.5433187633812,C,2,0,0,0.0005,1236.4169428459443,C,1,0,0,0.0005,1234.9081330839708,C,1,0,0,0.0005,1236.4212066743517,C,1,0,0,0.0005,1235.4735574025347,C,1,0,0,0.0005,1236.9767356930267,C,1,0,0,0.0005,1234.9123969123782,C,1,0,0,0.0005,1235.946033390412,O,0,0,0,0,1238.28,C,1,0,0,0.0005,1233.3515206210204,C,3,0,0,0.00005,1236.9724718646194,C,3,0,0,0.00005,1233.349954088676,C,3,0,0,0.00005,1233.9496633419499,C,1,0,0,0.0005,1233.355784449428,O,0,0,0,0,1238.28,C,1,0,0,0.0005,1232.2018378403823,C,3,0,0,0.0005,1232.7119687070149,C,5,0,0,0.00005,1238.4807892429865,C,2,0,0,0.0005,1235.9444668580672,C,1,0,0,0.0005,1233.3560079205186,O,0,0,0,0,1238.28,O,0,0,0,0,1238.28,C,2,0,0,0.0005,1232.2016143692917,C,2,0,0,0.0005,1231.1164901519985,C,2,0,0,0.0005,1234.9065665516262,O,0,0,0,0,1238.28,O,0,0,0,0,1238.28,0,18971994859181.59,812063583234802.75,12440652366.68,705696005499720.70,2177114164168.38,0,5909309874171.32,655311363414681.18,757946745439762.25,606792819184643.68,2177114164168.38,5909309874171.32,11507603439175.72,5909309874171.32,5909309874171.32,2177114164168.38,0,2177114164168.38,705696005499720.70,812063583234802.75,757946745439762.25,5909309874171.32,0,311016309166.91,655311363414681.18,12440652366.68,606792819184643.68,311016309166.91,0,0,560140372809607.08,515354024289572.50,472433773624537.93,0,0
91,1722045999464490272.95,332324270615763141.06,225629729919746585.99,1237.32,O,0,0,0,0,1237.32,C,2,0,0,0.0005,1230.3915568896687,C,3,0,0,0.00005,1231.0756018978,C,5,0,0.01,0.00005,1237.7883250571813,C,3,0,0,0.00005,1235.0788138500266,C,1,0,0,0.0005,1235.083077678434,O,0,0,0,0,1237.32,C,1,0,0,0.0005,1236.742033196717,C,3,0,0,0.00005,1237.293074915894,C,3,0,0,0.00005,1234.07195144335,C,3,0,0,0.0005,1236.1218249403082,C,1,0,0,0.0005,1234.4752631287063,C,1,0,0,0.0005,1236.1317202401972,C,2,0,0,0.0005,1235.0968524364546,C,1,0,0,0.0005,1236.7337044291728,C,1,0,0,0.0005,1234.4851584285952,C,1,0,0,0.0005,1235.611470602585,C,1,0,0,0.0005,1234.4709993002987,C,1,0,0,0.0005,1232.7876519124836,C,3,0,0,0.00005,1236.7253756616285,C,3,0,0,0.00005,1232.7833880840763,C,3,0,0,0.00005,1233.433966061689,C,1,0,0,0.0005,1232.795980680028,O,0,0,0,0,1237.32,C,1,0,0,0.0005,1234.476829661051,C,3,0,0,0.00005,1232.0977765436,C,5,0,0.01,0.00005,1238.2835751984687,C,3,0,0,0.0005,1235.6072067741777,C,1,0,0,0.0005,1236.1233914726529,O,0,0,0,0,1237.32,C,1,0,0,0.0005,1231.546734824423,C,2,0,0,0.0005,1231.5465113533326,C,2,0,0,0.0005,1230.3709416815666,C,2,0,0,0.0005,1234.469432767954,C,1,0,0,0.0005,1232.0993430759447,O,0,0,0,0,1237.32,0,28302484134188.93,868046518884847.18,12440652366.68,757946745439762.25,5909309874171.32,0,11507603439175.72,705696005499720.70,812063583234802.75,655311363414681.18,5909309874171.32,11507603439175.72,18971994859181.59,11507603439175.72,11507603439175.72,5909309874171.32,2177114164168.38,5909309874171.32,757946745439762.25,868046518884847.18,812063583234802.75,11507603439175.72,0,2177114164168.38,705696005499720.70,12440652366.68,655311363414681.18,2177114164168.38,0,311016309166.91,606792819184643.68,560140372809607.08,515354024289572.50,2177114164168.38,0
92,1719596049900878705.14,324578147634651137.19,235825802464470157.67,1235.56,O,0,0,0,0,1235.56,C,2,0,0,0.0005,1228.8491517189586,C,3,0,0,0.00005,1229.5809994280667,C,5,0,0.01,0.00005,1236.8268940904688,C,3,0,0,0.00005,1233.914637969471,C,1,0,0,0.0005,1233.9229667370153,O,0,0,0,0,1235.56,C,2,0,0,0.0005,1235.7375676351458,C,3,0,0,0.00005,1236.331223056577,C,3,0,0,0.00005,1232.8110907954738,C,3,0,0,0.00005,1235.0539941510153,C,1,0,0,0.0005,1233.2586140013818,C,2,0,0,0.0005,1235.0720327374436,C,2,0,0,0.0005,1233.943581945117,C,2,0,0,0.0005,1235.723792877125,C,2,0,0,0.0005,1233.2766525878098,C,1,0,0,0.0005,1234.5029524318384,C,1,0,0,0.0005,1233.2502852338375,C,1,0,0,0.0005,1231.4292260211903,C,3,0,0,0.00005,1235.7100181191045,C,3,0,0,0.00005,1231.420897253646,C,3,0,0,0.00005,1232.1270457873425,C,2,0,0,0.0005,1231.443000779211,O,0,0,0,0,1235.56,C,1,0,0,0.0005,1233.2628778297892,C,3,0,0,0.00005,1230.6847857161306,C,5,0,0.01,0.00005,1237.3225651243606,C,3,0,0,0.00005,1234.494623664294,C,1,0,0,0.0005,1235.058257979423,O,0,0,0,0,1235.56,C,1,0,0,0.0005,1232.8126573278184,C,3,0,0,0.0005,1230.0911302946993,C,2,0,0,0.0005,1228.8202881929049,C,2,0,0,0.0005,1233.24602140543,C,1,0,0,0.0005,1230.689049544538,O,0,0,0,0,1235.56,0,39499071264197.73,925895552389894.75,12440652366.68,812063583234802.75,11507603439175.72,0,18971994859181.59,757946745439762.25,868046518884847.18,705696005499720.70,11507603439175.72,18971994859181.59,28302484134188.93,18971994859181.59,18971994859181.59,11507603439175.72,5909309874171.32,11507603439175.72,812063583234802.75,925895552389894.75,868046518884847.18,18971994859181.59,0,5909309874171.32,757946745439762.25,12440652366.68,705696005499720.70,5909309874171.32,0,2177114164168.38,655311363414681.18,606792819184643.68,560140372809607.08,5909309874171.32,0
93,1715981398450012664.88,317164446897462957.73,246854154652524377.39,1232.97,O,0,0,0,0,1232.97,C,2,0,0,0.0005,1226.4655963957507,C,3,0,0,0.00005,1227.247003288607,C,5,0,0.01,0.00005,1235.0661379993403,C,3,0,0,0.00005,1231.934117227467,C,2,0,0,0.0005,1231.9478919854876,O,0,0,0,0,1232.97,C,2,0,0,0.0005,1233.9320605124062,C,3,0,0,0.00005,1234.5700458940673,C,3,0,0,0.00005,1230.7238514341843,C,3,0,0,0.00005,1233.1778411124246,C,2,0,0,0.0005,1231.2211282436892,C,2,0,0,0.0005,1233.206785088071,C,2,0,0,0.0005,1231.9767555115413,C,2,0,0,0.0005,1233.9114453043044,C,2,0,0,0.0005,1231.2500722193356,C,2,0,0,0.0005,1232.5841856909933,C,1,0,0,0.0005,1231.2073534856686,C,2,0,0,0.0005,1229.2395408078662,C,3,0,0,0.00005,1233.8908300962023,C,3,0,0,0.00005,1229.2257660498456,C,3,0,0,0.00005,1229.9920037250763,C,2,0,0,0.0005,1229.2601560159683,O,0,0,0,0,1232.97,C,1,0,0,0.0005,1231.2294570112335,C,3,0,0,0.00005,1228.436030389445,C,5,0,0.01,0.00005,1235.5622301046133,C,3,0,0,0.00005,1232.5704109329727,C,1,0,0,0.0005,1233.186169879969,O,0,0,0,0,1232.97,C,1,0,0,0.0005,1230.728115262592,C,3,0,0,0.00005,1227.7980450077841,C,3,0,0,0.0005,1226.4270632756095,C,2,0,0,0.0005,1231.1990247181243,C,1,0,0,0.0005,1228.4443591569893,O,0,0,0,0,1232.97,0,52561756249208.00,985610683749938.00,12440652366.68,868046518884847.18,18971994859181.59,0,28302484134188.93,812063583234802.75,925895552389894.75,757946745439762.25,18971994859181.59,28302484134188.93,39499071264197.73,28302484134188.93,28302484134188.93,18971994859181.59,11507603439175.72,18971994859181.59,868046518884847.18,985610683749938.00,925895552389894.75,28302484134188.93,0,11507603439175.72,812063583234802.75,12440652366.68,757946745439762.25,11507603439175.72,0,5909309874171.32,705696005499720.70,655311363414681.18,606792819184643.68,11507603439175.72,0
94,1711149827346177199.47,310081269332118506.79,258768903321704293.74,1229.49,O,0,0,0,0,1229.49,C,2,0,0,0.0005,1223.2034404875924,C,3,0,0,0.00005,1224.036176455234,C,5,0,0.01,0.00005,1232.4685214323283,C,3,0,0,0.00005,1229.1000157238088,C,2,0,0,0.0005,1229.120630931911,O,0,0,0,0,1229.49,C,2,0,0,0.0005,1231.2879630687657,C,3,0,0,0.00005,1231.9720080768973,C,3,0,0,0.00005,1227.7726801303272,C,3,0,0,0.00005,1230.4557500234762,C,2,0,0,0.0005,1228.3255297306266,C,2,0,0,0.0005,1230.4983883075504,C,2,0,0,0.0005,1229.1591640520521,C,2,0,0,0.0005,1231.2590995427122,C,2,0,0,0.0005,1228.3681680147008,C,2,0,0,0.0005,1229.817764641815,C,2,0,0,0.0005,1228.3049145225245,C,2,0,0,0.0005,1226.181002818561,C,3,0,0,0.00005,1231.2302360166584,C,3,0,0,0.00005,1226.1603876104589,C,3,0,0,0.00005,1226.9912732374708,C,2,0,0,0.0005,1226.2098663446145,O,0,0,0,0,1229.49,C,2,0,0,0.0005,1228.3393044886473,C,3,0,0,0.00005,1225.3138768847966,C,5,0,0.01,0.00005,1232.9650347877596,C,3,0,0,0.00005,1229.797149433713,C,2,0,0,0.0005,1230.4695247814968,O,0,0,0,0,1229.49,C,1,0,0,0.0005,1227.7810088978715,C,3,0,0,0.00005,1224.6298318766653,C,3,0,0,0.00005,1223.1538030889624,C,3,0,0,0.0005,1228.291139764504,C,2,0,0,0.0005,1225.3276516428173,O,0,0,0,0,1229.49,0,67490539089219.70,1047191912964989.68,12440652366.68,925895552389894.75,28302484134188.93,0,39499071264197.73,868046518884847.18,985610683749938.00,812063583234802.75,28302484134188.93,39499071264197.73,52561756249208.00,39499071264197.73,39499071264197.73,28302484134188.93,18971994859181.59,28302484134188.93,925895552389894.75,1047191912964989.68,985610683749938.00,39499071264197.73,0,18971994859181.59,868046518884847.18,12440652366.68,812063583234802.75,18971994859181.59,0,11507603439175.72,757946745439762.25,705696005499720.70,655311363414681.18,18971994859181.59,0
95,1705048536918168349.72,303327297772026703.91,271624165309804946.37,1225.11,O,0,0,0,0,1225.11,C,2,0,0,0.0005,1219.02480252071,C,3,0,0,0.00005,1219.9106508624393,C,5,0,0.01,0.00005,1228.9965249388263,C,3,0,0,0.00005,1225.3746665169701,C,2,0,0,0.0005,1225.403530043024,O,0,0,0,0,1225.11,C,2,0,0,0.0005,1227.767742445352,C,3,0,0,0.00005,1228.4995901544603,C,3,0,0,0.00005,1223.9198160845176,C,3,0,0,0.00005,1226.8501209839703,C,2,0,0,0.0005,1224.5341112958708,C,2,0,0,0.0005,1226.9092693122136,C,2,0,0,0.0005,1225.4531674416537,C,2,0,0,0.0005,1227.729209325211,C,2,0,0,0.0005,1224.593259624114,C,2,0,0,0.0005,1226.166075975839,C,2,0,0,0.0005,1224.505247769817,C,2,0,0,0.0005,1222.2158110290932,C,3,0,0,0.00005,1227.6906762050698,C,3,0,0,0.00005,1222.1869475030396,C,3,0,0,0.00005,1223.087080116876,C,2,0,0,0.0005,1222.2543441492344,O,0,0,0,0,1225.11,C,2,0,0,0.0005,1224.5547265039727,C,3,0,0,0.00005,1221.2804839532082,C,5,0,0.01,0.00005,1229.4934597231925,C,3,0,0,0.00005,1226.1372124497852,C,2,0,0,0.0005,1226.8707361920724,O,0,0,0,0,1225.11,C,2,0,0,0.0005,1223.9335908425383,C,3,0,0,0.00005,1220.5486362441002,C,3,0,0,0.00005,1218.9626127509246,C,3,0,0,0.00005,1224.4846325617152,C,2,0,0,0.0005,1221.3010991613103,O,0,0,0,0,1225.11,0,84285419784232.96,1110639240035036.75,12440652366.68,985610683749938.00,39499071264197.73,0,52561756249208.00,925895552389894.75,1047191912964989.68,868046518884847.18,39499071264197.73,52561756249208.00,67490539089219.70,52561756249208.00,52561756249208.00,39499071264197.73,28302484134188.93,39499071264197.73,985610683749938.00,1110639240035036.75,1047191912964989.68,52561756249208.00,0,28302484134188.93,925895552389894.75,12440652366.68,868046518884847.18,28302484134188.93,0,18971994859181.59,812063583234802.75,757946745439762.25,705696005499720.70,28302484134188.93,0
96,1697624163046457806.04,296901779498920812.30,285474057454621381.66,1219.78,O,0,0,0,0,1219.78,C,2,0,0,0.0005,1213.891382911249,C,3,0,0,0.00005,1214.832140334634,C,5,0,0.01,0.00005,1224.6122109581463,C,3,0,0,0.00005,1220.7199845553432,C,2,0,0,0.0005,1220.7585176754844,O,0,0,0,0,1219.78,C,2,0,0,0.0005,1223.333447673212,C,3,0,0,0.00005,1224.1148545660683,C,3,0,0,0.00005,1219.12708038729,C,3,0,0,0.00005,1222.322935983627,C,2,0,0,0.0005,1219.8087476630183,C,2,0,0,0.0005,1222.4014369083106,C,2,0,0,0.0005,1220.8207074452698,C,2,0,0,0.0005,1223.2838102745823,C,2,0,0,0.0005,1219.8872485877018,C,2,0,0,0.0005,1221.591088274519,C,2,0,0,0.0005,1219.770214542877,C,2,0,0,0.0005,1217.3057463052014,C,3,0,0,0.00005,1223.2341728759523,C,3,0,0,0.00005,1217.2672131850604,C,3,0,0,0.00005,1218.2412320455608,C,2,0,0,0.0005,1217.3553837038314,O,0,0,0,0,1219.78,C,2,0,0,0.0005,1219.8376111890718,C,3,0,0,0.00005,1216.2975922356218,C,5,0,0.01,0.00005,1225.1095673502243,C,3,0,0,0.00005,1221.5525551543778,C,2,0,0,0.0005,1222.3517995096809,O,0,0,0,0,1219.78,C,2,0,0,0.0005,1219.147695595392,C,3,0,0,0.00005,1215.5161853427655,C,3,0,0,0.00005,1213.8151792693761,C,3,0,0,0.00005,1219.7413510168233,C,2,0,0,0.0005,1216.3264557616753,O,0,0,0,0,1219.78,0,102946398334247.63,1175952664960090.25,12440652366.68,1047191912964989.68,52561756249208.00,0,67490539089219.70,985610683749938.00,1110639240035036.75,925895552389894.75,52561756249208.00,67490539089219.70,84285419784232.96,67490539089219.70,67490539089219.70,52561756249208.00,39499071264197.73,52561756249208.00,1047191912964989.68,1175952664960090.25,1110639240035036.75,67490539089219.70,0,39499071264197.73,985610683749938.00,12440652366.68,925895552389894.75,39499071264197.73,0,28302484134188.93,868046518884847.18,812063583234802.75,757946745439762.25,39499071264197.73,0
97,1688822794096642656.82,290804509309408709.84,300372696593948633.34,1213.45,O,0,0,0,0,1213.45,C,2,0,0,0.0005,1207.7644765085768,C,3,0,0,0.00005,1208.7619531294506,C,5,0,0.01,0.00005,1219.2772363628221,C,3,0,0,0.00005,1215.0974792205423,C,2,0,0,0.0005,1215.147116619172,O,0,0,0,0,1213.45,C,2,0,0,0.0005,1217.9467222166138,C,3,0,0,0.00005,1218.7794581842554,C,3,0,0,0.00005,1213.3558885624007,C,3,0,0,0.00005,1216.8357714453873,C,2,0,0,0.0005,1214.1109079888863,C,2,0,0,0.0005,1216.936494335314,C,2,0,0,0.0005,1215.2233202610448,C,2,0,0,0.0005,1217.8845324468286,C,2,0,0,0.0005,1214.211630878813,C,2,0,0,0.0005,1216.054364552531,C,2,0,0,0.0005,1214.0612705902565,C,2,0,0,0.0005,1211.4121839458453,C,3,0,0,0.00005,1217.8223426770433,C,3,0,0,0.00005,1211.3625465472153,C,3,0,0,0.00005,1212.4151311390156,C,2,0,0,0.0005,1211.4743737156307,O,0,0,0,0,1213.45,C,2,0,0,0.0005,1214.1494411090275,C,3,0,0,0.00005,1210.3265368062002,C,5,0,0.01,0.00005,1219.7750145413888,C,3,0,0,0.00005,1216.0047271539013,C,2,0,0,0.0005,1216.8743045655285,O,0,0,0,0,1213.45,C,2,0,0,0.0005,1213.3847520884542,C,3,0,0,0.00005,1209.4938008385586,C,3,0,0,0.00005,1207.6727840854187,C,3,0,0,0.00005,1214.0227374701153,C,2,0,0,0.0005,1210.3650699263414,O,0,0,0,0,1213.45,0,123473474739263.87,1243132187740139.75,12440652366.68,1110639240035036.75,67490539089219.70,0,84285419784232.96,1047191912964989.68,1175952664960090.25,985610683749938.00,67490539089219.70,84285419784232.96,102946398334247.63,84285419784232.96,84285419784232.96,67490539089219.70,52561756249208.00,67490539089219.70,1110639240035036.75,1243132187740139.75,1175952664960090.25,84285419784232.96,0,52561756249208.00,1047191912964989.68,12440652366.68,985610683749938.00,52561756249208.00,0,39499071264197.73,925895552389894.75,868046518884847.18,812063583234802.75,52561756249208.00,0
98,1678589987344891598.69,285035813089526649.86,316374199565581751.45,1206.10,O,0,0,0,0,1206.10,C,2,0,0,0.0005,1200.6049847622846,C,3,0,0,0.00005,1201.6610041047463,C,5,0,0.01,0.00005,1212.9528646256122,C,3,0,0,0.00005,1208.4682664944053,C,2,0,0,0.0005,1208.5304562641907,O,0,0,0,0,1206.10,C,2,0,0,0.0005,1211.5688161400506,C,3,0,0,0.00005,1212.45466448178,C,3,0,0,0.00005,1206.5672627338297,C,3,0,0,0.00005,1210.349810392417,C,2,0,0,0.0005,1207.4016680305176,C,2,0,0,0.0005,1210.47565143292,C,2,0,0,0.0005,1208.6221486873487,C,2,0,0,0.0005,1211.4926124981778,C,2,0,0,0.0005,1207.5275090710204,C,2,0,0,0.0005,1209.5170744247755,C,2,0,0,0.0005,1207.3394782607322,C,2,0,0,0.0005,1204.496105850209,C,3,0,0,0.00005,1211.4164088563048,C,3,0,0,0.00005,1204.4339160804236,C,3,0,0,0.00005,1205.5697861129559,C,2,0,0,0.0005,1204.5723094920818,O,0,0,0,0,1206.10,C,2,0,0,0.0005,1207.4513054291476,C,3,0,0,0.00005,1203.328259339332,C,5,0,0.01,0.00005,1213.4510647694444,C,3,0,0,0.00005,1209.45488465499,C,2,0,0,0.0005,1210.399447791047,O,0,0,0,0,1206.10,C,2,0,0,0.0005,1206.605795853971,C,3,0,0,0.00005,1202.4424109976026,C,3,0,0,0.00005,1200.4963152403786,C,3,0,0,0.00005,1207.2898408621024,C,2,0,0,0.0005,1203.377896737962,O,0,0,0,0,1206.10,0,145866648999281.35,1312177808375195.00,12440652366.68,1175952664960090.25,84285419784232.96,0,102946398334247.63,1110639240035036.75,1243132187740139.75,1047191912964989.68,84285419784232.96,102946398334247.63,123473474739263.87,102946398334247.63,102946398334247.63,84285419784232.96,67490539089219.70,84285419784232.96,1175952664960090.25,1312177808375195.00,1243132187740139.75,102946398334247.63,0,67490539089219.70,1110639240035036.75,12440652366.68,1047191912964989.68,67490539089219.70,0,52561756249208.00,985610683749938.00,925895552389894.75,868046518884847.18,67490539089219.70,0
99,1668217065154543914.09,278250276519445044.71,333532658326011041.20,1198.65,O,0,0,0,0,1198.65,C,2,0,0,0,1193.3706720999323,C,3,0,0,0,1194.487071096346,C,6,1.00005,1.01,0.00005,1206.0985999093677,C,3,0,0,0.00005,1201.7903253367392,C,2,0,0,0.0005,1201.8665289786122,O,0,0,0,0,1198.65,C,2,0,0,0.0005,1205.1578424859827,C,3,0,0,0.00005,1206.0985999093677,C,3,0,0,0,1199.719088003526,C,3,0,0,0.00005,1203.8230988258497,C,2,0,0,0.0005,1200.6389665229221,C,2,0,0,0.0005,1203.976981018793,C,2,0,0,0.0005,1201.9751985005182,C,2,0,0,0.0005,1205.0661500628248,C,2,0,0,0.0005,1200.7928487158654,C,2,0,0,0.0005,1202.9372504841203,C,2,0,0,0.0005,1200.5627628810491,C,2,0,0,0,1197.5153568954445,C,3,0,0,0.00005,1204.9744576396668,C,3,0,0,0,1197.4391532535717,C,3,0,0,0,1198.6630686610642,C,2,0,0,0,1197.6070493186023,O,0,0,0,0,1198.65,C,2,0,0,0.0005,1200.7011562927073,C,3,0,0,0,1196.2605644873724,C,6,1.00005,1.01,0.00005,1206.0985999093677,C,3,0,0,0.00005,1202.8610468422476,C,2,0,0,0.0005,1203.8852885956348,O,0,0,0,0,1198.65,C,2,0,0,0,1199.7687254021557,C,3,0,0,0,1195.3198070639876,C,3,0,0,0,1193.2435237535499,C,3,0,0,0.00005,1200.500573111264,C,2,0,0,0,1196.3227542571578,O,0,0,0,0,1198.65,0,170125921114300.60,1383089526865250.25,12440652366.68,1243132187740139.75,102946398334247.63,0,123473474739263.87,1175952664960090.25,1312177808375195.00,1110639240035036.75,102946398334247.63,123473474739263.87,145866648999281.35,123473474739263.87,123473474739263.87,102946398334247.63,84285419784232.96,102946398334247.63,1243132187740139.75,1383089526865250.25,1312177808375195.00,123473474739263.87,0,84285419784232.96,1175952664960090.25,12440652366.68,1110639240035036.75,84285419784232.96,0,67490539089219.70,1047191912964989.68,985610683749938.00,925895552389894.75,84285419784232.96,0
100,1663138312930392852.04,275368663423296883.66,341493023646310264.30,1195.00,O,0,0,0,0,1195.00,C,2,0,0,0,1189.856851645482,C,3,0,0,0,1191.0354806364776,C,6,1.00005,1.01,0.00005,1206.0985999093677,C,3,0,0,0,1198.8591834037534,C,2,0,0,0,1198.9508758269112,O,0,0,0,0,1195.00,C,2,0,0,0.0005,1202.5094629932742,C,3,0,0,0.00005,1203.506939614148,C,3,0,0,0,1196.6067981698404,C,3,0,0,0.00005,1201.0512314432217,C,2,0,0,0,1197.618290897513,C,2,0,0,0.0005,1201.2361046070005,C,2,0,0,0,1199.0780241732937,C,2,0,0,0.0005,1202.4007934713682,C,2,0,0,0,1197.8031640612917,C,2,0,0,0.0005,1200.1104740198366,C,2,0,0,0,1197.5265984743548,C,2,0,0,0,1194.265330655107,C,3,0,0,0.00005,1202.2921239494622,C,3,0,0,0,1194.173638231949,C,3,0,0,0,1195.4903991734266,C,2,0,0,0,1194.374000177013,O,0,0,0,0,1195.00,C,2,0,0,0,1197.6944945393857,C,3,0,0,0,1192.9188055990808,C,6,1.00005,1.01,0.00005,1206.0985999093677,C,3,0,0,0.00005,1200.0187815966788,C,2,0,0,0.0005,1201.1274350850945,O,0,0,0,0,1195.00,C,2,0,0,0,1196.6689879396258,C,3,0,0,0,1191.9213289782067,C,3,0,0,0,1189.7097093406294,C,3,0,0,0,1197.450394832482,C,2,0,0,0,1192.9950092409536,O,0,0,0,0,1195.00,0,196251291084321.40,1455867343210307.75,12440652366.68,1312177808375195.00,123473474739263.87,0,145866648999281.35,1243132187740139.75,1383089526865250.25,1175952664960090.25,123473474739263.87,145866648999281.35,170125921114300.60,145866648999281.35,145866648999281.35,123473474739263.87,102946398334247.63,123473474739263.87,1312177808375195.00,1455867343210307.75,1383089526865250.25,145866648999281.35,0,102946398334247.63,1243132187740139.75,12440652366.68,1175952664960090.25,102946398334247.63,0,84285419784232.96,1110639240035036.75,1047191912964989.68,985610683749938.00,102946398334247.63,0
