time,c_air,c_soil,c_veg,co2_ppm,p00_type,p00_stage,p00_stress,p00_stress_age,p00_stress_env,p00_co2_ppm,p01_type,p01_stage,p01_stress,p01_stress_age,p01_stress_env,p01_co2_ppm,p02_type,p02_stage,p02_stress,p02_stress_age,p02_stress_env,p02_co2_ppm,p03_type,p03_stage,p03_stress,p03_stress_age,p03_stress_env,p03_co2_ppm,p04_type,p04_stage,p04_stress,p04_stress_age,p04_stress_env,p04_co2_ppm,p05_type,p05_stage,p05_stress,p05_stress_age,p05_stress_env,p05_co2_ppm,p10_type,p10_stage,p10_stress,p10_stress_age,p10_stress_env,p10_co2_ppm,p11_type,p11_stage,p11_stress,p11_stress_age,p11_stress_env,p11_co2_ppm,p12_type,p12_stage,p12_stress,p12_stress_age,p12_stress_env,p12_co2_ppm,p13_type,p13_stage,p13_stress,p13_stress_age,p13_stress_env,p13_co2_ppm,p14_type,p14_stage,p14_stress,p14_stress_age,p14_stress_env,p14_co2_ppm,p15_type,p15_stage,p15_stress,p15_stress_age,p15_stress_env,p15_co2_ppm,p20_type,p20_stage,p20_stress,p20_stress_age,p20_stress_env,p20_co2_ppm,p21_type,p21_stage,p21_stress,p21_stress_age,p21_stress_env,p21_co2_ppm,p22_type,p22_stage,p22_stress,p22_stress_age,p22_stress_env,p22_co2_ppm,p23_type,p23_stage,p23_stress,p23_stress_age,p23_stress_env,p23_co2_ppm,p24_type,p24_stage,p24_stress,p24_stress_age,p24_stress_env,p24_co2_ppm,p25_type,p25_stage,p25_stress,p25_stress_age,p25_stress_env,p25_co2_ppm,p30_type,p30_stage,p30_stress,p30_stress_age,p30_stress_env,p30_co2_ppm,p31_type,p31_stage,p31_stress,p31_stress_age,p31_stress_env,p31_co2_ppm,p32_type,p32_stage,p32_stress,p32_stress_age,p32_stress_env,p32_co2_ppm,p33_type,p33_stage,p33_stress,p33_stress_age,p33_stress_env,p33_co2_ppm,p34_type,p34_stage,p34_stress,p34_stress_age,p34_stress_env,p34_co2_ppm,p35_type,p35_stage,p35_stress,p35_stress_age,p35_stress_env,p35_co2_ppm,p40_type,p40_stage,p40_stress,p40_stress_age,p40_stress_env,p40_co2_ppm,p41_type,p41_stage,p41_stress,p41_stress_age,p41_stress_env,p41_co2_ppm,p42_type,p42_stage,p42_stress,p42_stress_age,p42_stress_env,p42_co2_ppm,p43_type,p43_stage,p43_stress,p43_stress_age,p43_stress_env,p43_co2_ppm,p44_type,p44_stage,p44_stress,p44_stress_age,p44_stress_env,p44_co2_ppm,p45_type,p45_stage,p45_stress,p45_stress_age,p45_stress_env,p45_co2_ppm,p50_type,p50_stage,p50_stress,p50_stress_age,p50_stress_env,p50_co2_ppm,p51_type,p51_stage,p51_stress,p51_stress_age,p51_stress_env,p51_co2_ppm,p52_type,p52_stage,p52_stress,p52_stress_age,p52_stress_env,p52_co2_ppm,p53_type,p53_stage,p53_stress,p53_stress_age,p53_stress_env,p53_co2_ppm,p54_type,p54_stage,p54_stress,p54_stress_age,p54_stress_env,p54_co2_ppm,p55_type,p55_stage,p55_stress,p55_stress_age,p55_stress_env,p55_co2_ppm,p00_c_absorbed,p01_c_absorbed,p02_c_absorbed,p03_c_absorbed,p04_c_absorbed,p05_c_absorbed,p10_c_absorbed,p11_c_absorbed,p12_c_absorbed,p13_c_absorbed,p14_c_absorbed,p15_c_absorbed,p20_c_absorbed,p21_c_absorbed,p22_c_absorbed,p23_c_absorbed,p24_c_absorbed,p25_c_absorbed,p30_c_absorbed,p31_c_absorbed,p32_c_absorbed,p33_c_absorbed,p34_c_absorbed,p35_c_absorbed,p40_c_absorbed,p41_c_absorbed,p42_c_absorbed,p43_c_absorbed,p44_c_absorbed,p45_c_absorbed,p50_c_absorbed,p51_c_absorbed,p52_c_absorbed,p53_c_absorbed,p54_c_absorbed,p55_c_absorbed
31,384256679833890366.94,755714989966712421.22,1140028330199397211.84,276.10,D,4,0,0,0.001,299.2373715109952,C,2,0,0,0.01,306.6651898990174,C,1,0,0,0.01,307.48405740632023,D,4,0,0,0.001,301.6510752832981,D,2,0,0,0.01,301.93551223540413,C,3,0,0,0.001,261.55364812213077,D,4,0,0,0.001,273.1389754798201,D,3,0,0,0.001,302.8768145754978,C,5,0,0.01,0.001,305.302304524453,C,4,0,0,0.001,303.5454017736579,C,3,0,0,0.001,281.951476713078,C,3,0,0,0.001,275.21357158352424,C,2,0,0,0.01,307.4797935779128,C,3,0,0,0.001,288.35027417403313,D,4,0,0,0.001,277.6272753558271,D,4,0,0,0.001,266.2219850877324,C,3,0,0,0.001,284.1135773917035,C,3,0,0,0.001,270.72527170751727,C,5,0,0.01,0.001,304.53506134368513,C,2,0,0,0.01,303.0601994218137,C,2,0,0,0.01,304.8053697400869,C,3,0,0,0.001,290.5123748526586,C,3,0,0,0.001,286.1881734954077,C,4,0,0,0.001,304.03939030979336,C,3,0,0,0.001,268.4736283976248,C,2,0,0,0.01,301.86841432711003,C,2,0,0,0.01,301.75974480520404,C,3,0,0,0.001,292.67447553128403,C,3,0,0,0.001,294.7490716349882,C,3,0,0,0.001,263.8052914320232,C,3,0,0,0.001,279.7893760344526,C,3,0,0,0.001,296.82366773869234,C,4,0,0,0.001,307.14914351764446,C,4,0,0,0.001,305.7850110188549,C,2,0,0,0.01,302.96850699865576,C,4,0,0,0.001,306.26770857441323,3219570406.77,515354024289572.50,5909309874171.32,3219570406.77,37749463019363.80,2670697046816272.25,3219570406.77,255070465476255.40,12440652366.68,12440652366.68,2571793860501193.50,2474756772041114.00,431379620814505.80,2571793860501193.50,3219570406.77,3219570406.77,2571793860501193.50,2670697046816272.25,12440652366.68,123473474739263.87,354869608759446.25,2571793860501193.50,2474756772041114.00,12440652366.68,2670697046816272.25,145866648999281.35,145866648999281.35,2571793860501193.50,2474756772041114.00,2670697046816272.25,2571793860501193.50,2474756772041114.00,12440652366.68,12440652366.68,123473474739263.87,24.30
32,338604484611206505.08,761586565539867618.38,1179808949848925876.54,243.29,D,4,0,0,0.001,267.5705396016072,C,2,0,0,0.01,275.23973349562476,C,1,0,0,0.01,276.0956797356699,D,4,0,0,0.001,269.9872332573164,D,2,0,0,0.01,270.32398831729876,C,3,0,0,0.001,228.71279845353854,D,4,0,0,0.001,240.5788897163325,D,3,0,0,0.001,271.3500507801263,C,5,0,0.01,0.001,273.8405408999112,C,4,0,0,0.001,272.05300877774187,C,3,0,0,0.001,249.66097067045197,C,3,0,0,0.001,242.74099039495795,C,2,0,0,0.01,276.0873509681256,C,3,0,0,0.001,256.3263579688623,D,4,0,0,0.001,245.15768405066714,D,4,0,0,0.001,233.47572124908228,C,3,0,0,0.001,251.9126139803444,C,3,0,0,0.001,238.1621960606233,C,5,0,0.01,0.001,273.0435097754241,C,2,0,0,0.01,271.56738982393824,C,2,0,0,0.01,273.34318450783326,C,3,0,0,0.001,258.5780012787547,C,3,0,0,0.001,254.07471465896984,C,4,0,0,0.001,272.5474176701511,C,3,0,0,0.001,235.8189586548528,C,2,0,0,0.01,270.2415299500812,C,2,0,0,0.01,270.1143816036988,C,3,0,0,0.001,260.8296445886471,C,3,0,0,0.001,262.99174526727256,C,3,0,0,0.001,231.05603585930905,C,3,0,0,0.001,247.40932736055956,C,3,0,0,0.001,265.153845945898,C,4,0,0,0.001,275.72410317988073,C,4,0,0,0.001,274.3236629236113,C,2,0,0,0.01,271.45872030203225,C,4,0,0,0.001,274.8063694180133,3219570406.77,560140372809607.08,11507603439175.72,3219570406.77,44027625312562.93,2771466330986343.25,3219570406.77,271007338989760.90,12440652366.68,12440652366.68,2670697046816272.25,2571793860501193.50,472433773624537.93,2670697046816272.25,3219570406.77,3219570406.77,2670697046816272.25,2771466330986343.25,12440652366.68,145866648999281.35,392191565859475.18,2670697046816272.25,2571793860501193.50,12440652366.68,2771466330986343.25,170125921114300.60,170125921114300.60,2670697046816272.25,2571793860501193.50,2771466330986343.25,2670697046816272.25,2571793860501193.50,12440652366.68,12440652366.68,145866648999281.35,12440652366.68
33,300950971391199499.00,763536720443044199.61,1215512308165756301.39,216.24,D,4,0,0,0.001,234.47031064604988,C,2,0,0,0.01,242.39767348297815,C,2,0,0,0.01,243.29371549426455,D,4,0,0,0.001,236.88999603582312,D,2,0,0,0.01,237.2842508612475,C,6,2,0,1,199.27146405348716,D,4,0,0,0.001,206.56494219231072,D,3,0,0,0.001,238.40000082293952,C,5,0,0.01,0.001,240.96010427197035,C,4,0,0,0.001,239.14033325024428,C,3,0,0,0.001,215.9227457035174,C,3,0,0,0.001,208.81658550220314,C,2,0,0,0.01,243.2799407362439,C,3,0,0,0.001,222.8608638249508,D,4,0,0,0.001,211.23627089197635,D,6,2,0,1,199.27146405348716,C,3,0,0,0.001,218.26598310928787,C,3,0,0,0.001,204.1452568025375,C,5,0,0.01,0.001,240.13167603313528,C,2,0,0,0.01,238.65429751570434,C,2,0,0,0.01,240.46232609340362,C,3,0,0,0.001,225.2041012307213,C,3,0,0,0.001,220.51762641918032,C,5,0,0,0.001,239.63516267770416,C,3,0,0,0.001,201.70836042801233,C,2,0,0,0.01,237.1842806455285,C,2,0,0,0.01,237.0371383406758,C,3,0,0,0.001,227.54733863649184,C,3,0,0,0.001,229.79898194638426,C,6,2,0,1,199.27146405348716,C,3,0,0,0.001,213.57950829774688,C,3,0,0,0.001,232.05062525627667,C,4,0,0,0.001,242.8824594116398,C,4,0,0,0.001,241.44364200374554,C,2,0,0,0.01,238.52714916932192,C,4,0,0,0.001,241.92676402744564,3219570406.77,606792819184643.68,18971994859181.59,3219570406.77,50788723166777.35,2771466330986343.25,3219570406.77,287427148064280.63,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,515354024289572.50,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,170125921114300.60,431379620814505.80,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,196251291084321.40,196251291084321.40,2771466330986343.25,2670697046816272.25,2771466330986343.25,2771466330986343.25,2670697046816272.25,12440652366.68,12440652366.68,170125921114300.60,12440652366.68
34,307209121960990514.95,757210011607094026.65,1215580866431915458.40,220.74,D,4,0,0,0.001,207.0974968066101,C,3,0,0,0.01,215.29977365993443,C,2,0,0,0.01,216.2389552974921,D,4,0,0,0.001,209.52017578110505,D,2,0,0,0.01,209.97727764539582,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,211.18778128141042,C,5,0,0.01,0.001,213.82215144289958,C,4,0,0,0.001,211.9685185851689,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,216.21834008939015,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,212.9607035108224,C,2,0,0,0.01,211.4820658911158,C,2,0,0,0.01,213.3239512990673,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,212.46376872645632,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,209.85750539226953,C,2,0,0,0.01,209.6888405866873,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,202.33158042634466,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,204.67481783211517,C,4,0,0,0.001,215.78497601177864,C,4,0,0,0.001,214.30610506152672,C,2,0,0,0.01,211.3349235862631,C,4,0,0,0.001,214.7896427933019,3219570406.77,655311363414681.18,28302484134188.93,3219570406.77,58032756582007.06,2771466330986343.25,3219570406.77,304329892699817.50,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,560140372809607.08,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,196251291084321.40,472433773624537.93,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,224242758909343.13,224242758909343.13,2771466330986343.25,2771466330986343.25,2771466330986343.25,2771466330986343.25,2771466330986343.25,12440652366.68,12440652366.68,196251291084321.40,12440652366.68
35,339700824212931948.61,764241339052947713.14,1176057836734120338.25,244.08,D,4,0,0,0.001,211.7544910050893,C,3,0,0,0.001,219.75016270866814,C,2,0,0,0.01,220.73555464405794,D,4,0,0,0.001,214.1801654149637,D,2,0,0,0.01,214.70562720740358,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,216.01608949252656,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,216.8402889360342,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,220.70669111800427,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,217.83331636200396,C,2,0,0,0.01,216.35341910369104,C,2,0,0,0.01,218.23079768660807,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,217.33595996992597,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,214.56362392863667,C,2,0,0,0.01,214.3718946718002,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,206.89192022068977,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,209.32881659521493,C,4,0,0,0.001,220.23578166247177,C,4,0,0,0.001,218.715167370864,C,2,0,0,0.01,216.1847542981088,C,4,0,0,0.001,219.19912098949115,3219570406.77,705696005499720.70,39499071264197.73,3219570406.77,65759725558252.03,2771466330986343.25,3219570406.77,321715572896368.85,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,606792819184643.68,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,224242758909343.13,515354024289572.50,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,254100324589366.98,254100324589366.98,2771466330986343.25,2874101713011438.50,2771466330986343.25,2771466330986343.25,2874101713011438.50,12440652366.68,12440652366.68,224242758909343.13,12440652366.68
36,375079268105986458.78,773073658075541124.01,1131847073818472417.21,269.50,D,4,0,0,0.001,237.1727688647915,C,3,0,0,0.001,243.04675647713432,C,2,0,0,0.01,244.08145619844794,D,4,0,0,0.001,239.60144056070303,D,2,0,0,0.01,240.20094078643328,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,241.61670549477807,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,242.4874511578611,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.01,244.04292307830679,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,243.48132144170083,C,2,0,0,0.01,242.000164008451,C,2,0,0,0.01,243.91468551931234,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,242.98354326313412,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,240.03413869446473,C,2,0,0,0.01,239.8177896275839,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,232.21146354445818,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,234.74409716888,C,4,0,0,0.001,243.53279221167426,C,4,0,0,0.001,241.968731371447,C,2,0,0,0.01,241.80843475161453,C,4,0,0,0.001,242.45310105570297,3219570406.77,757946745439762.25,52561756249208.00,3219570406.77,73969630095512.49,2771466330986343.25,3219570406.77,339584188653935.50,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,655311363414681.18,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,254100324589366.98,560140372809607.08,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,285823988124391.93,285823988124391.93,2771466330986343.25,2978603192891517.50,2771466330986343.25,2771466330986343.25,2978603192891517.50,12440652366.68,12440652366.68,254100324589366.98,12440652366.68
37,409926335714221077.87,781900864277122147.25,1088172800008656774.88,294.54,D,4,0,0,0.001,262.21354167853724,C,3,0,0,0.001,268.414404315623,C,2,0,0,0.01,269.50153612748306,D,4,0,0,0.001,264.6452125111436,D,2,0,0,0.01,265.324595291164,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,266.85114499617157,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,267.7715477751872,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,269.45189872885317,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,268.7662612744506,C,2,0,0,0.01,267.2838431299333,C,2,0,0,0.01,269.2371707299831,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,268.2680611306183,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,265.1302877991052,C,2,0,0,0.01,264.8877501551244,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,257.151408282205,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,259.7818708459309,C,4,0,0,0.001,268.90085700967614,C,4,0,0,0.001,267.29163300530035,C,2,0,0,0.01,267.06749406305244,C,4,0,0,0.001,267.776418933962,3219570406.77,812063583234802.75,67490539089219.70,3219570406.77,82662470193788.13,2771466330986343.25,3219570406.77,357935739972517.95,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,705696005499720.70,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,285823988124391.93,606792819184643.68,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,319413749514418.13,319413749514418.13,2771466330986343.25,3084970770626612.50,2771466330986343.25,2771466330986343.25,3084970770626612.50,12440652366.68,12440652366.68,285823988124391.93,12440652366.68
38,444879945642826709.35,790065424643480248.84,1045054629713693041.81,319.65,D,4,0,0,0.001,287.3498046775734,C,3,0,0,0.001,293.3970971392272,C,2,0,0,0.01,294.53981216278703,D,4,0,0,0.001,289.7844764975323,D,2,0,0,0.01,290.54975156870097,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,292.19270764314007,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,293.16590525097627,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,294.4776223930017,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,6,1.001,1.01,0.001,293.66284003534236,C,2,0,0,0.01,292.6777829311017,C,3,0,0,0.01,294.1729709019749,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,293.66284003534236,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,290.32509329033576,C,2,0,0,0.01,290.054784893934,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,282.1847362569118,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,284.91513285761454,C,4,0,0,0.001,293.8839669715704,C,4,0,0,0.001,292.2278497792515,C,2,0,0,0.01,292.4352452871209,C,4,0,0,0.001,292.71305213109576,3219570406.77,868046518884847.18,84285419784232.96,3219570406.77,91838245853079.13,2771466330986343.25,3219570406.77,376770226852115.00,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,757946745439762.25,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,319413749514418.13,655311363414681.18,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,354869608759446.25,354869608759446.25,2771466330986343.25,3193204446216683.75,2771466330986343.25,2771466330986343.25,3193204446216683.75,12440652366.68,12440652366.68,319413749514418.13,12440652366.68
39,482649659939268462.99,800042733310839031.77,997307606749892505.24,346.79,D,4,0,0,0.001,314.47344738329576,C,3,0,0,0.001,318.45316469399376,C,2,0,0,0.01,319.65464086693777,D,4,0,0,0.001,316.91112204126495,D,2,0,0,0.01,317.76846475629867,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,319.5335873722655,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,320.5627443383411,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,319.5784372250649,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,6,1.001,1.01,0.001,293.66284003534236,C,2,0,0,0.01,320.074204165069,C,3,0,0,0.001,319.1804023730691,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,321.06010073041904,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,317.51047150608315,C,2,0,0,0.01,317.210796773674,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,309.2033235817088,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,312.03577272532664,C,4,0,0,0.001,318.9404518434039,C,4,0,0,0.001,317.23569803108205,C,2,0,0,0.01,319.80389576866725,C,4,0,0,0.001,317.7213169848857,3219570406.77,925895552389894.75,102946398334247.63,3219570406.77,101496957073385.26,2771466330986343.25,3219570406.77,396087649292728.50,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,812063583234802.75,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,354869608759446.25,705696005499720.70,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,392191565859475.18,392191565859475.18,2771466330986343.25,3303304219661697.75,2771466330986343.25,2771466330986343.25,3303304219661697.75,12440652366.68,12440652366.68,354869608759446.25,12440652366.68
40,526646586494151420.29,810028000246831745.50,943325413259016834.21,378.41,D,4,0,0,0.001,341.16767641292773,C,3,0,0,0.001,345.5294516546155,C,2,0,0,0.01,346.79289373115876,D,4,0,0,0.001,343.6083557595648,D,3,0,0,0.01,344.5641070870388,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,346.4572952159573,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,347.545602886222,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,346.7012013080008,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,6,1.001,1.01,0.001,293.66284003534236,C,2,0,0,0.01,347.0566446807755,C,3,0,0,0.001,346.2062964096931,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,348.0433810647887,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,344.2696558801015,C,2,0,0,0.01,343.93900581983314,C,6,2,0,1,199.98834302057415,C,4,0,0,0.001,338.2442995107324,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,4,0,0,0.001,338.72699706629066,C,4,0,0,0.001,346.0171562998694,C,4,0,0,0.001,344.2620090272193,C,2,0,0,0.01,346.7569699483664,C,4,0,0,0.001,344.7480447617592,3219570406.77,985610683749938.00,123473474739263.87,3219570406.77,111638603854706.85,2771466330986343.25,3219570406.77,415888007294354.78,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,868046518884847.18,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,392191565859475.18,757946745439762.25,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,431379620814505.80,431379620814505.80,2771466330986343.25,24.30,2771466330986343.25,2771466330986343.25,24.30,12440652366.68,12440652366.68,392191565859475.18,12440652366.68
41,570297583971131203.37,819971838813212684.85,889730577215656111.78,409.77,D,4,0,0,0.001,372.3137924038519,C,3,0,0,0.001,377.0768766301959,C,2,0,0,0.01,378.40551618108447,D,4,0,0,0.001,374.7574782898146,D,3,0,0,0.001,375.8181448141625,C,6,2,0,1,199.27146405348716,D,6,2,0,1,199.98834302057415,D,3,0,0,0.001,377.84543622678416,C,6,1.001,1.01,0.001,218.23079768660807,C,4,0,0,0.001,378.9961127637186,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,3,0,0,0.001,378.29684665917847,C,6,2,0,1,199.98834302057415,D,6,2,0,1,199.98834302057415,D,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,6,1.001,1.01,0.001,293.66284003534236,C,2,0,0,0.01,378.50673634732084,C,3,0,0,0.001,377.701558212685,C,6,2,0,1,199.98834302057415,C,6,2,0,1,199.98834302057415,C,5,0,0.01,0.001,379.4943129075509,C,6,2,0,1,199.98834302057415,C,2,0,0,0.01,375.4839738663043,C,2,0,0,0.01,375.1207260780595,C,6,2,0,1,199.98834302057415,C,4,0,0,0.001,369.38740002348726,C,6,2,0,1,199.27146405348716,C,6,2,0,1,199.98834302057415,C,4,0,0,0.001,369.87010651788916,C,4,0,0,0.001,377.56499895007045,C,4,0,0,0.001,375.7576879685012,C,2,0,0,0.01,378.1760862870525,C,4,0,0,0.001,376.2441406625543,3219570406.77,1047191912964989.68,145866648999281.35,3219570406.77,122263186197044.03,2771466330986343.25,3219570406.77,436171300856998.73,12440652366.68,12440652366.68,2771466330986343.25,2670697046816272.25,925895552389894.75,2771466330986343.25,3219570406.77,3219570406.77,2771466330986343.25,2874101713011438.50,12440652366.68,431379620814505.80,812063583234802.75,2771466330986343.25,2670697046816272.25,12440652366.68,2874101713011438.50,472433773624537.93,472433773624537.93,2771466330986343.25,12440652366.68,2771466330986343.25,2771466330986343.25,12440652366.68,12440652366.68,12440652366.68,431379620814505.80,12440652366.68
